match_id,match_date,league,home_team,away_team,result,prediction,confidence,correct,home_probability,draw_probability,away_probability,confidence_bucket
1118,2025-05-10 13:00:00,Serie A,Como,Cagliari,HOME,HOME,56.38293436796036,True,56.38293436796036,30.268059992842794,13.349005639196857,55-59.9
1439,2025-05-10 13:30:00,Bundesliga,Holstein Kiel,SC Freiburg,AWAY,HOME,48.55316666152583,False,48.55316666152583,22.147145761217697,29.299687577256478,45-49.9
1436,2025-05-10 13:30:00,Bundesliga,Werder Bremen,RB Leipzig,DRAW,HOME,50.780043749801784,False,50.780043749801784,25.178116379991323,24.04183987020689,50-54.9
1437,2025-05-10 13:30:00,Bundesliga,VfL Bochum,FSV Mainz 05,AWAY,AWAY,36.92551581572873,True,35.521682595056674,27.5528015892146,36.92551581572873,35-39.9
1438,2025-05-10 13:30:00,Bundesliga,Union Berlin,1. FC Heidenheim,AWAY,HOME,55.294460690283884,False,55.294460690283884,25.409504498019242,19.296034811696877,55-59.9
740,2025-05-10 14:00:00,Premier League,Ipswich,Brentford,AWAY,AWAY,57.289100462741885,True,22.25650061238796,20.45439892487016,57.289100462741885,55-59.9
739,2025-05-10 14:00:00,Premier League,Southampton,Manchester City,DRAW,AWAY,60.606413517578574,False,17.793934377194613,21.59965210522682,60.606413517578574,60-69.9
737,2025-05-10 14:00:00,Premier League,Fulham,Everton,AWAY,HOME,40.617156282592504,False,40.617156282592504,28.956565882601637,30.42627783480585,40-44.9
738,2025-05-10 14:00:00,Premier League,Wolves,Brighton,AWAY,HOME,55.51924834457929,False,55.51924834457929,24.39243648388672,20.088315171534003,55-59.9
349,2025-05-10 14:15:00,La Liga,Celta Vigo,Sevilla,HOME,HOME,51.284463302972895,True,51.284463302972895,24.484285190390484,24.231251506636628,50-54.9
1119,2025-05-10 16:00:00,Serie A,Lazio,Juventus,DRAW,HOME,43.14596642541177,False,43.14596642541177,33.200110628660745,23.65392294592749,40-44.9
350,2025-05-10 16:30:00,La Liga,Girona,Villarreal,AWAY,HOME,38.523072554476016,False,38.523072554476016,26.01044915687163,35.46647828865234,35-39.9
351,2025-05-10 16:30:00,La Liga,Mallorca,Valladolid,HOME,HOME,59.87383153057254,True,59.87383153057254,23.464095115020307,16.662073354407156,55-59.9
741,2025-05-10 16:30:00,Premier League,Bournemouth,Aston Villa,AWAY,AWAY,40.69283274577617,True,31.092888695597242,28.214278558626578,40.69283274577617,40-44.9
1440,2025-05-10 16:30:00,Bundesliga,Bayern München,Borussia Mönchengladbach,HOME,HOME,61.12302959782423,True,61.12302959782423,18.666956866009713,20.21001353616606,60-69.9
1120,2025-05-10 18:45:00,Serie A,Empoli,Parma,HOME,AWAY,40.32857758006232,False,28.987578680661493,30.68384373927619,40.32857758006232,40-44.9
352,2025-05-10 19:00:00,La Liga,Atletico Madrid,Real Sociedad,HOME,HOME,53.829835523817174,True,53.829835523817174,27.24879160286567,18.921372873317157,50-54.9
1121,2025-05-11 10:30:00,Serie A,Udinese,Monza,AWAY,HOME,47.45124019624692,False,47.45124019624692,31.104283306682312,21.44447649707076,45-49.9
742,2025-05-11 11:00:00,Premier League,Newcastle,Chelsea,HOME,HOME,47.93372629406157,True,47.93372629406157,24.376189054577406,27.69008465136102,45-49.9
353,2025-05-11 12:00:00,La Liga,Leganes,Espanyol,HOME,HOME,36.21602319780346,True,36.21602319780346,30.398790819393085,33.38518598280345,35-39.9
1122,2025-05-11 13:00:00,Serie A,Hellas Verona,Lecce,DRAW,HOME,34.5374439962765,False,34.5374439962765,33.97039300403698,31.492162999686528,<35
743,2025-05-11 13:15:00,Premier League,Manchester United,West Ham,AWAY,AWAY,43.08840408712166,True,32.06543377810234,24.846162134775994,43.08840408712166,40-44.9
744,2025-05-11 13:15:00,Premier League,Tottenham,Crystal Palace,AWAY,HOME,52.34554482461796,False,52.34554482461796,21.500535424950762,26.15391975043127,50-54.9
745,2025-05-11 13:15:00,Premier League,Nottingham Forest,Leicester,DRAW,HOME,41.611582469938476,False,41.611582469938476,28.345474777160373,30.04294275290115,40-44.9
1441,2025-05-11 13:30:00,Bundesliga,Bayer Leverkusen,Borussia Dortmund,AWAY,AWAY,47.80590390203093,True,28.160389257091982,24.03370684087708,47.80590390203093,45-49.9
354,2025-05-11 14:15:00,La Liga,Barcelona,Real Madrid,HOME,HOME,54.194761827341544,True,54.194761827341544,26.707177650956677,19.098060521701772,50-54.9
1442,2025-05-11 15:30:00,Bundesliga,Eintracht Frankfurt,FC St. Pauli,DRAW,HOME,42.90286081042361,False,42.90286081042361,29.57366766114179,27.523471528434605,40-44.9
746,2025-05-11 15:30:00,Premier League,Liverpool,Arsenal,DRAW,HOME,40.92675238631194,False,40.92675238631194,24.969651474297976,34.103596139390085,40-44.9
1123,2025-05-11 16:00:00,Serie A,Torino,Inter,AWAY,AWAY,34.50708461283239,True,33.1084252496511,32.38449013751653,34.50708461283239,<35
355,2025-05-11 16:30:00,La Liga,Athletic Club,Alaves,HOME,HOME,41.811945152065036,True,41.811945152065036,34.040730370075224,24.147324477859733,40-44.9
1443,2025-05-11 17:30:00,Bundesliga,VfB Stuttgart,FC Augsburg,HOME,HOME,54.01333540929157,True,54.01333540929157,23.702331120805542,22.284333469902887,50-54.9
1124,2025-05-11 18:45:00,Serie A,Napoli,Genoa,DRAW,HOME,53.8450252279005,False,53.8450252279005,32.55849291988381,13.596481852215692,50-54.9
356,2025-05-11 19:00:00,La Liga,Real Betis,Osasuna,DRAW,HOME,57.68868051550115,False,57.68868051550115,22.097821301885602,20.213498182613257,55-59.9
1125,2025-05-12 16:30:00,Serie A,Venezia,Fiorentina,HOME,HOME,36.13580876157358,True,36.13580876157358,31.54538376883102,32.3188074695954,35-39.9
1126,2025-05-12 18:45:00,Serie A,Atalanta,AS Roma,HOME,HOME,42.98761346954878,True,42.98761346954878,33.46878446978176,23.54360206066945,40-44.9
357,2025-05-13 17:00:00,La Liga,Valladolid,Girona,AWAY,HOME,38.871062156123664,False,38.871062156123664,22.552920481426757,38.576017362449576,35-39.9
358,2025-05-13 18:00:00,La Liga,Real Sociedad,Celta Vigo,AWAY,AWAY,43.70066947053004,True,32.18331822708458,24.116012302385393,43.70066947053004,40-44.9
359,2025-05-13 19:30:00,La Liga,Sevilla,Las Palmas,HOME,AWAY,37.57193705369703,False,35.6340648718947,26.79399807440827,37.57193705369703,35-39.9
360,2025-05-14 17:00:00,La Liga,Villarreal,Leganes,HOME,HOME,51.01463099337642,True,51.01463099337642,26.813290703708866,22.172078302914716,50-54.9
361,2025-05-14 17:00:00,La Liga,Alaves,Valencia,HOME,AWAY,39.71217068823813,False,29.987895535321456,30.29993377644041,39.71217068823813,35-39.9
362,2025-05-14 19:30:00,La Liga,Real Madrid,Mallorca,HOME,HOME,52.870240241899445,True,52.870240241899445,28.244576658382847,18.885183099717707,50-54.9
363,2025-05-15 17:00:00,La Liga,Osasuna,Atletico Madrid,HOME,HOME,37.29522766968431,True,37.29522766968431,26.001326524664574,36.70344580565112,35-39.9
364,2025-05-15 17:00:00,La Liga,Rayo Vallecano,Real Betis,DRAW,AWAY,41.772418457176634,False,31.834248553221666,26.393332989601703,41.772418457176634,40-44.9
365,2025-05-15 19:30:00,La Liga,Espanyol,Barcelona,AWAY,AWAY,41.701407753211974,True,34.346726308069385,23.95186593871864,41.701407753211974,40-44.9
366,2025-05-15 19:30:00,La Liga,Getafe,Athletic Club,AWAY,AWAY,47.2385951270911,True,24.82116488877966,27.940239984129246,47.2385951270911,45-49.9
747,2025-05-16 18:30:00,Premier League,Aston Villa,Tottenham,HOME,HOME,66.71389166583614,True,66.71389166583614,21.838856243171794,11.44725209099206,60-69.9
748,2025-05-16 19:15:00,Premier League,Chelsea,Manchester United,HOME,HOME,57.68501792629741,True,57.68501792629741,24.791411541132458,17.523570532570126,55-59.9
1452,2025-05-17 13:30:00,Bundesliga,FC St. Pauli,VfL Bochum,AWAY,HOME,44.48309299584161,False,44.48309299584161,28.998363550185356,26.51854345397304,40-44.9
1451,2025-05-17 13:30:00,Bundesliga,1. FC Heidenheim,Werder Bremen,AWAY,AWAY,36.518282888056994,True,33.92883334981247,29.552883762130527,36.518282888056994,35-39.9
1450,2025-05-17 13:30:00,Bundesliga,RB Leipzig,VfB Stuttgart,AWAY,AWAY,44.7100401356778,True,32.1541095436418,23.135850320680404,44.7100401356778,40-44.9
1448,2025-05-17 13:30:00,Bundesliga,1899 Hoffenheim,Bayern München,AWAY,AWAY,56.99939316993241,True,25.297028734790445,17.70357809527715,56.99939316993241,55-59.9
1449,2025-05-17 13:30:00,Bundesliga,FC Augsburg,Union Berlin,AWAY,AWAY,38.9579804824314,True,35.82016105813307,25.22185845943554,38.9579804824314,35-39.9
1446,2025-05-17 13:30:00,Bundesliga,FSV Mainz 05,Bayer Leverkusen,DRAW,AWAY,38.57147553606921,False,36.75271868417165,24.675805779759138,38.57147553606921,35-39.9
1445,2025-05-17 13:30:00,Bundesliga,Borussia Mönchengladbach,VfL Wolfsburg,AWAY,HOME,44.351951027723196,False,44.351951027723196,19.166784128671743,36.481264843605054,40-44.9
1444,2025-05-17 13:30:00,Bundesliga,SC Freiburg,Eintracht Frankfurt,AWAY,HOME,39.15642936839044,False,39.15642936839044,26.8816421492682,33.96192848234136,35-39.9
1447,2025-05-17 13:30:00,Bundesliga,Borussia Dortmund,Holstein Kiel,HOME,HOME,59.3649663179745,True,59.3649663179745,19.47868556052642,21.156348121499075,55-59.9
1127,2025-05-17 18:45:00,Serie A,Genoa,Atalanta,AWAY,AWAY,54.33253987544402,True,18.99587517648027,26.6715849480757,54.33253987544402,50-54.9
749,2025-05-18 11:00:00,Premier League,Everton,Southampton,HOME,HOME,48.746865412813456,True,48.746865412813456,29.026486540546536,22.226648046640012,45-49.9
750,2025-05-18 13:15:00,Premier League,West Ham,Nottingham Forest,AWAY,HOME,40.571504334451035,False,40.571504334451035,27.365340827863932,32.06315483768504,40-44.9
751,2025-05-18 14:00:00,Premier League,Leicester,Ipswich,HOME,HOME,50.82062142470415,True,50.82062142470415,25.34615912951919,23.83321944577666,50-54.9
752,2025-05-18 14:00:00,Premier League,Brentford,Fulham,AWAY,HOME,60.92411645692025,False,60.92411645692025,24.087521595725836,14.988361947353907,60-69.9
753,2025-05-18 15:30:00,Premier League,Arsenal,Newcastle,HOME,AWAY,47.29163575277328,False,29.560563313389725,23.14780093383698,47.29163575277328,45-49.9
368,2025-05-18 17:00:00,La Liga,Atletico Madrid,Real Betis,HOME,AWAY,39.140229527539525,False,34.64255526599232,26.217215206468154,39.140229527539525,35-39.9
375,2025-05-18 17:00:00,La Liga,Osasuna,Espanyol,HOME,HOME,59.49234855008563,True,59.49234855008563,24.535400574864283,15.972250875050092,55-59.9
374,2025-05-18 17:00:00,La Liga,Valladolid,Alaves,AWAY,AWAY,43.23910529785558,True,30.842417040341942,25.91847766180249,43.23910529785558,40-44.9
373,2025-05-18 17:00:00,La Liga,Real Sociedad,Girona,HOME,AWAY,35.844234926472836,False,34.76451786283951,29.391247210687638,35.844234926472836,35-39.9
372,2025-05-18 17:00:00,La Liga,Celta Vigo,Rayo Vallecano,AWAY,HOME,58.098854276557574,False,58.098854276557574,22.640352817234724,19.260792906207698,55-59.9
367,2025-05-18 17:00:00,La Liga,Barcelona,Villarreal,AWAY,HOME,59.977392108015046,False,59.977392108015046,22.577584814312747,17.4450230776722,55-59.9
370,2025-05-18 17:00:00,La Liga,Las Palmas,Leganes,AWAY,HOME,39.544483087318014,False,39.544483087318014,28.308369918517464,32.14714699416453,35-39.9
369,2025-05-18 17:00:00,La Liga,Valencia,Athletic Club,AWAY,HOME,43.950013196412684,False,43.950013196412684,29.96543141627079,26.084555387316527,40-44.9
376,2025-05-18 17:00:00,La Liga,Mallorca,Getafe,AWAY,HOME,49.065340759243085,False,49.065340759243085,30.71222755215674,20.222431688600178,45-49.9
371,2025-05-18 17:00:00,La Liga,Sevilla,Real Madrid,AWAY,HOME,39.21032619276386,False,39.21032619276386,24.97783180399865,35.81184200323748,35-39.9
1135,2025-05-18 18:45:00,Serie A,Lecce,Torino,HOME,AWAY,34.55263549076918,False,33.68014201465367,31.767222494577148,34.55263549076918,<35
1134,2025-05-18 18:45:00,Serie A,Parma,Napoli,DRAW,AWAY,44.3359913096031,False,25.249255879519726,30.41475281087717,44.3359913096031,40-44.9
1136,2025-05-18 18:45:00,Serie A,Monza,Empoli,AWAY,HOME,36.19943735633548,False,36.19943735633548,30.259895183542035,33.54066746012249,35-39.9
1133,2025-05-18 18:45:00,Serie A,Inter,Lazio,DRAW,HOME,38.160093136881756,False,38.160093136881756,33.17206530940088,28.667841553717356,35-39.9
1128,2025-05-18 18:45:00,Serie A,Cagliari,Venezia,HOME,AWAY,37.46387242107756,False,34.8446561182979,27.691471460624534,37.46387242107756,35-39.9
1131,2025-05-18 18:45:00,Serie A,Fiorentina,Bologna,HOME,HOME,43.708059693507494,True,43.708059693507494,32.84206230578108,23.449878000711426,40-44.9
1130,2025-05-18 18:45:00,Serie A,AS Roma,AC Milan,HOME,AWAY,37.18324467463362,False,30.40866998510215,32.40808534026424,37.18324467463362,35-39.9
1129,2025-05-18 18:45:00,Serie A,Juventus,Udinese,HOME,HOME,52.29224199448231,True,52.29224199448231,30.092879467530132,17.614878537987565,50-54.9
1132,2025-05-18 18:45:00,Serie A,Hellas Verona,Como,DRAW,AWAY,52.16298090426359,False,18.643871321462697,29.193147774273704,52.16298090426359,50-54.9
754,2025-05-19 19:00:00,Premier League,Brighton,Liverpool,HOME,HOME,38.665777497480214,True,38.665777497480214,23.174487874860304,38.15973462765948,35-39.9
755,2025-05-20 19:00:00,Premier League,Manchester City,Bournemouth,HOME,HOME,50.90339857021603,True,50.90339857021603,29.69161716526032,19.40498426452365,50-54.9
756,2025-05-20 19:00:00,Premier League,Crystal Palace,Wolves,HOME,AWAY,41.39289674545367,False,31.41977885684576,27.18732439770058,41.39289674545367,40-44.9
1137,2025-05-23 18:45:00,Serie A,Napoli,Cagliari,HOME,HOME,43.331737896948205,True,43.331737896948205,32.60889621889047,24.05936588416132,40-44.9
1138,2025-05-23 18:45:00,Serie A,Como,Inter,AWAY,HOME,49.67974200475424,False,49.67974200475424,32.214622657359754,18.105635337885992,45-49.9
377,2025-05-23 19:00:00,La Liga,Real Betis,Valencia,DRAW,HOME,48.02701858570474,False,48.02701858570474,24.435553574703352,27.53742783959191,45-49.9
378,2025-05-24 14:15:00,La Liga,Real Madrid,Real Sociedad,HOME,HOME,65.8634232035427,True,65.8634232035427,22.212813211487376,11.92376358496993,60-69.9
1139,2025-05-24 16:00:00,Serie A,Bologna,Genoa,AWAY,HOME,42.99567447731416,False,42.99567447731416,29.83160315347871,27.172722369207136,40-44.9
379,2025-05-24 16:30:00,La Liga,Leganes,Valladolid,HOME,HOME,59.87029105523642,True,59.87029105523642,24.227700580339608,15.902008364423972,55-59.9
380,2025-05-24 16:30:00,La Liga,Espanyol,Las Palmas,HOME,HOME,36.663564726287795,True,36.663564726287795,28.421166418269937,34.91526885544226,35-39.9
1140,2025-05-24 18:45:00,Serie A,AC Milan,Monza,HOME,HOME,59.72280335856599,True,59.72280335856599,26.018352097647806,14.258844543786209,55-59.9
381,2025-05-24 19:00:00,La Liga,Alaves,Osasuna,DRAW,HOME,41.63417888669473,False,41.63417888669473,32.428408076115105,25.937413037190176,40-44.9
382,2025-05-24 19:00:00,La Liga,Getafe,Celta Vigo,AWAY,AWAY,44.6208603246701,True,29.42444459107699,25.954695084252915,44.6208603246701,40-44.9
383,2025-05-24 19:00:00,La Liga,Rayo Vallecano,Mallorca,DRAW,HOME,52.5946315567949,False,52.5946315567949,28.41391904917,18.991449394035094,50-54.9
384,2025-05-25 12:00:00,La Liga,Girona,Atletico Madrid,AWAY,AWAY,42.90813296809867,True,29.091227072344918,28.000639959556416,42.90813296809867,40-44.9
385,2025-05-25 14:15:00,La Liga,Villarreal,Sevilla,HOME,HOME,66.90780344873696,True,66.90780344873696,22.384360092918303,10.707836458344744,60-69.9
757,2025-05-25 15:00:00,Premier League,Manchester United,Aston Villa,HOME,AWAY,56.645183656034106,False,20.108057915153562,23.246758428812345,56.645183656034106,55-59.9
765,2025-05-25 15:00:00,Premier League,Ipswich,West Ham,AWAY,AWAY,51.04775045194081,True,24.416496766081313,24.535752781977884,51.04775045194081,50-54.9
764,2025-05-25 15:00:00,Premier League,Tottenham,Brighton,AWAY,AWAY,54.28793991961789,True,24.523352059316412,21.18870802106569,54.28793991961789,50-54.9
763,2025-05-25 15:00:00,Premier League,Southampton,Arsenal,AWAY,AWAY,54.03701589354647,True,21.021081853615048,24.941902252838485,54.03701589354647,50-54.9
762,2025-05-25 15:00:00,Premier League,Liverpool,Crystal Palace,DRAW,AWAY,38.4305300400212,False,37.66593640317505,23.903533556803737,38.4305300400212,35-39.9
766,2025-05-25 15:00:00,Premier League,Nottingham Forest,Chelsea,AWAY,HOME,38.696240982889066,False,38.696240982889066,27.689216975831147,33.6145420412798,35-39.9
760,2025-05-25 15:00:00,Premier League,Fulham,Manchester City,AWAY,AWAY,44.249699772399985,True,29.79936459511413,25.950935632485887,44.249699772399985,40-44.9
759,2025-05-25 15:00:00,Premier League,Bournemouth,Leicester,HOME,AWAY,36.6542192807587,False,34.16383472977049,29.181945989470808,36.6542192807587,35-39.9
758,2025-05-25 15:00:00,Premier League,Newcastle,Everton,AWAY,HOME,38.60872642015564,False,38.60872642015564,27.8742313968529,33.51704218299147,35-39.9
761,2025-05-25 15:00:00,Premier League,Wolves,Brentford,DRAW,AWAY,45.69561925111362,False,30.69026369132261,23.614117057563764,45.69561925111362,45-49.9
1141,2025-05-25 18:45:00,Serie A,Lazio,Lecce,AWAY,HOME,50.09221876333141,False,50.09221876333141,30.5424304887202,19.365350747948398,50-54.9
1142,2025-05-25 18:45:00,Serie A,Udinese,Fiorentina,AWAY,AWAY,38.30140513384661,True,32.03953537529968,29.65905949085372,38.30140513384661,35-39.9
1143,2025-05-25 18:45:00,Serie A,Atalanta,Parma,AWAY,HOME,54.851544926359864,False,54.851544926359864,29.277165148708796,15.87128992493134,50-54.9
1144,2025-05-25 18:45:00,Serie A,Torino,AS Roma,AWAY,AWAY,40.832938900522876,True,27.90985320890741,31.25720789056972,40.832938900522876,40-44.9
1145,2025-05-25 18:45:00,Serie A,Empoli,Hellas Verona,AWAY,HOME,47.298511440570365,False,47.298511440570365,30.5869752813248,22.114513278104837,45-49.9
1146,2025-05-25 18:45:00,Serie A,Venezia,Juventus,AWAY,AWAY,39.62926393006996,True,30.072034297798123,30.29870177213191,39.62926393006996,35-39.9
386,2025-05-25 19:00:00,La Liga,Athletic Club,Barcelona,AWAY,HOME,48.150294410445476,False,48.150294410445476,29.599931218300302,22.24977437125421,45-49.9
1454,2025-05-26 18:30:00,Bundesliga,SV Elversberg,1. FC Heidenheim,AWAY,HOME,39.33642945766877,False,39.33642945766877,22.885141410139596,37.77842913219164,35-39.9
1,2026-08-14 18:00:00,UEFA Europa League,KI Klaksvik,Lech Poznan,AWAY,HOME,53.18976544356787,False,53.18976544356787,25.687127692367717,21.12310686406441,50-54.9
2,2026-08-15 17:30:00,La Liga,Alaves,Getafe,HOME,HOME,52.62830389175153,True,52.62830389175153,30.291162325486,17.080533782762483,50-54.9
3,2026-08-15 19:30:00,La Liga,Sevilla,Rayo Vallecano,HOME,AWAY,37.31564520985482,False,37.201063301488105,25.483291488657073,37.31564520985482,35-39.9
